Customer_ID,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
C016709,55,711453,58790,10,7,9.5,2,"Auto Loan, Education Loan",0,0,0.75,5,124945,0.53,33Y 11M,No,3623,8467,Medium,23266,Standard
C016710,56,762091,59682,4,5,8.4,2,"Education Loan, Home Loan",0,0,0.88,1,180798,0.12,38Y 10M,No,5348,6062,Medium,21526,Good
C016711,43,1082086,88518,6,6,9.7,5,"Home Loan, Auto Loan, Personal Loan, Education Loan, Credit Builder Loan",23,5,0.96,7,307284,0.29,21Y 2M,Yes,6110,10369,Low,35167,Standard
C016712,43,951255,73490,9,0,23.6,0,None,0,0,0.04,3,141373,0.26,24Y 4M,Yes,1502,0,High,44581,Good
C016713,18,190856,14797,7,1,18.1,5,"Home Loan, Education Loan, Personal Loan, Auto Loan, Credit Builder Loan",0,0,0.33,6,24689,0.56,0Y 6M,Yes,270,0,High,7277,Standard
C016714,49,943838,63857,11,3,8.4,4,"Personal Loan, Auto Loan, Education Loan, Credit Builder Loan",0,0,0.38,5,112195,0.33,31Y 11M,Yes,3077,9910,High,11507,Good
C016715,32,442763,39179,4,5,23.5,4,"Home Loan, Personal Loan, Education Loan, Credit Builder Loan",0,0,0.06,4,144572,0.68,13Y 8M,Yes,3000,3000,Medium,13656,Standard
C016716,69,1351500,119755,7,5,7.0,3,"Personal Loan, Home Loan, Education Loan",3,4,0.46,5,364235,0.26,45Y 11M,Yes,10407,19905,Medium,5998,Good
C016717,38,1441030,104446,2,3,13.8,2,"Credit Builder Loan, Business Loan",6,6,0.81,6,350852,0.54,15Y 1M,No,8116,0,Medium,64282,Poor
C016718,35,592088,53262,5,0,20.1,3,"Auto Loan, Education Loan, Personal Loan",0,0,0.82,2,116437,0.82,11Y 3M,No,3258,6629,Medium,21979,Poor
C016719,47,257871,21350,11,3,21.6,3,"Home Loan, Business Loan, Education Loan",29,3,0.71,2,38664,0.84,22Y 2M,No,682,0,Low,10095,Poor
C016720,30,815504,64426,9,7,22.0,4,"Personal Loan, Education Loan, Auto Loan, Business Loan",0,0,0.73,6,77874,0.57,7Y 0M,Yes,931,11091,High,26353,Good
C016721,41,652969,49377,11,0,24.0,1,Credit Builder Loan,0,0,0.6,0,94400,0.41,16Y 5M,Yes,1385,2732,High,15370,Good
C016722,47,1384486,106822,9,3,11.1,2,"Business Loan, Auto Loan",0,0,0.87,3,137005,0.74,22Y 1M,Yes,2574,7840,Medium,59545,Good
C016723,19,1415064,102449,4,6,13.3,2,"Home Loan, Auto Loan",0,0,0.68,2,181227,0.77,0Y 0M,Yes,2624,6915,High,61718,Good
C016724,36,162349,12205,8,6,18.0,2,"Credit Builder Loan, Auto Loan",14,4,0.38,5,16342,0.15,16Y 5M,No,430,2135,Low,1403,Poor
C016725,64,963925,80461,5,7,22.7,3,"Education Loan, Auto Loan, Personal Loan",24,6,0.77,2,218669,0.36,41Y 0M,No,5075,5528,Low,34777,Poor
C016726,61,501290,43154,3,6,17.4,1,Education Loan,0,0,0.84,7,101159,0.25,37Y 10M,Yes,2695,5399,Medium,5135,Good
C016727,64,678849,55920,6,5,11.2,1,Home Loan,3,2,0.12,5,99978,0.49,40Y 11M,No,2626,3248,Low,12092,Poor
C016728,42,638596,46995,4,2,21.2,0,None,0,0,0.9,7,78888,0.36,22Y 4M,Yes,2054,0,Medium,25644,Good
C016729,67,1099309,79614,3,6,23.1,1,Auto Loan,0,0,0.29,2,193909,0.63,49Y 11M,Yes,4300,11040,High,25041,Good
C016730,31,1341078,110939,4,1,6.2,4,"Personal Loan, Education Loan, Business Loan, Home Loan",4,1,0.67,4,482643,0.81,13Y 2M,No,9553,18461,Low,10577,Poor
C016731,23,1476761,114240,1,6,6.1,5,"Home Loan, Auto Loan, Business Loan, Credit Builder Loan, Personal Loan",2,2,0.27,6,172861,0.38,0Y 10M,Yes,5109,0,Medium,55296,Standard
C016732,29,1309983,106616,10,3,24.1,1,Business Loan,0,0,0.43,0,107951,0.81,7Y 5M,No,1146,0,Medium,53087,Standard
C016733,37,684555,52108,8,5,16.6,0,None,0,0,0.21,2,64730,0.61,14Y 10M,Yes,999,4494,High,12437,Good
C016734,40,489539,39372,9,1,7.7,4,"Personal Loan, Education Loan, Credit Builder Loan, Business Loan",0,0,0.24,7,60791,0.58,15Y 11M,No,1556,0,Medium,15352,Standard
C016735,47,1405557,100412,6,3,12.8,5,"Home Loan, Personal Loan, Auto Loan, Credit Builder Loan, Education Loan",0,0,0.48,5,374696,0.69,26Y 8M,No,9885,13320,Medium,39526,Standard
C016736,47,1090101,89493,5,7,16.8,0,None,0,0,0.21,7,66360,0.42,26Y 1M,No,981,0,Medium,61426,Standard
C016737,55,258454,21537,9,3,17.9,2,"Auto Loan, Personal Loan",0,0,0.42,3,57224,0.58,30Y 0M,No,1448,0,Medium,9194,Poor
C016738,47,1353637,111227,4,6,9.1,1,Education Loan,0,0,0.66,7,151274,0.24,25Y 8M,Yes,3685,6307,Medium,52242,Good
C016739,58,955435,64734,1,6,22.0,3,"Education Loan, Home Loan, Business Loan",0,0,0.34,7,299153,0.2,39Y 8M,Yes,7846,12066,Medium,6270,Good
C016740,47,1477681,117163,11,2,16.4,2,"Business Loan, Credit Builder Loan",5,6,0.85,1,168203,0.84,27Y 11M,Yes,3797,20364,Low,22820,Poor
C016741,53,1121899,95883,7,7,16.0,0,None,16,6,0.36,5,131889,0.74,30Y 7M,No,3569,7308,Low,29411,Poor
C016742,66,1261252,105887,1,4,16.3,1,Credit Builder Loan,0,0,0.93,1,224157,0.25,44Y 2M,No,5502,7032,Medium,27292,Good
C016743,51,1112741,75710,9,6,7.2,2,"Home Loan, Personal Loan",0,0,0.71,3,238070,0.68,30Y 6M,No,6053,8632,Medium,36935,Standard
C016744,33,715318,63902,4,4,20.3,0,None,0,0,0.24,1,130043,0.66,13Y 6M,Yes,1539,8334,Medium,12949,Good
C016745,41,216091,18517,3,1,7.5,4,"Education Loan, Business Loan, Auto Loan, Credit Builder Loan",0,0,0.43,3,38763,0.64,23Y 0M,Yes,800,3195,High,1625,Good
C016746,31,1240754,108923,4,7,14.8,4,"Credit Builder Loan, Business Loan, Home Loan, Personal Loan",0,0,0.02,3,313866,0.52,12Y 0M,Yes,7149,17932,Medium,29973,Good
C016747,43,741736,55579,1,7,17.2,2,"Auto Loan, Home Loan",28,2,0.16,2,77348,0.15,25Y 5M,No,1266,0,Low,25718,Poor
C016748,25,581403,44949,6,1,10.0,3,"Auto Loan, Personal Loan, Home Loan",0,0,0.59,1,55849,0.17,2Y 9M,Yes,691,6234,Medium,18239,Good
C016749,31,922413,65641,7,2,15.2,2,"Auto Loan, Education Loan",0,0,0.72,4,171584,0.19,7Y 4M,Yes,2181,8931,Medium,34547,Good
C016750,48,1312322,106074,7,6,11.4,3,"Personal Loan, Auto Loan, Business Loan",19,7,0.13,0,275271,0.15,28Y 11M,Yes,3237,17637,Low,14316,Standard
C016751,19,834860,67939,5,6,19.5,2,"Business Loan, Credit Builder Loan",0,0,0.33,4,60785,0.35,0Y 0M,Yes,1254,7554,Medium,26873,Good
C016752,65,819047,67074,10,0,16.1,5,"Personal Loan, Education Loan, Credit Builder Loan, Business Loan, Auto Loan",0,0,0.45,2,117758,0.55,46Y 1M,Yes,1438,6217,Medium,36927,Good
C016753,21,1287824,94384,10,1,7.8,3,"Credit Builder Loan, Education Loan, Home Loan",0,0,0.35,1,400708,0.37,0Y 2M,Yes,7653,5379,Medium,30186,Good
C016754,18,1126248,99438,5,4,17.4,5,"Credit Builder Loan, Education Loan, Home Loan, Auto Loan, Business Loan",3,1,0.67,3,269659,0.81,0Y 4M,Yes,7729,6800,Medium,35265,Standard
C016755,37,656991,52320,6,2,8.6,4,"Home Loan, Education Loan, Personal Loan, Auto Loan",0,0,0.8,4,228599,0.29,12Y 7M,Yes,6825,0,High,27506,Good
C016756,31,293937,24072,10,0,6.1,5,"Home Loan, Personal Loan, Auto Loan, Credit Builder Loan, Education Loan",0,0,0.2,4,36308,0.14,13Y 3M,Yes,1084,2604,Medium,12705,Good
C016757,57,359527,27244,8,5,8.8,0,None,12,5,0.45,0,51937,0.26,37Y 6M,No,968,2049,Medium,7728,Poor
C016758,42,1364742,107009,9,2,6.1,0,None,0,0,0.56,1,146648,0.57,17Y 1M,Yes,4070,5520,Medium,65191,Good
C016759,42,630688,47462,6,4,24.8,0,None,0,0,0.98,2,105699,0.87,23Y 5M,Yes,2506,6637,High,7039,Good
C016760,20,1098465,98504,3,5,18.0,4,"Home Loan, Credit Builder Loan, Personal Loan, Education Loan",11,5,0.54,1,169516,0.72,0Y 9M,No,2466,14189,Low,45313,Poor
C016761,22,786125,68015,6,2,17.9,2,"Business Loan, Home Loan",0,0,0.01,5,126514,0.58,0Y 3M,Yes,3300,6426,High,16082,Standard
C016762,55,357630,31891,4,6,23.7,5,"Credit Builder Loan, Education Loan, Personal Loan, Auto Loan, Home Loan",8,5,0.73,1,72588,0.16,33Y 1M,No,1170,0,Low,14167,Poor
C016763,43,165297,12842,4,7,8.4,2,"Education Loan, Business Loan",0,0,0.03,4,23122,0.15,22Y 11M,Yes,510,0,High,3591,Good
C016764,57,993037,81130,11,6,6.5,2,"Education Loan, Home Loan",0,0,0.19,3,151679,0.64,32Y 11M,Yes,1941,10464,High,29308,Good
C016765,55,757192,50978,11,3,19.0,5,"Credit Builder Loan, Education Loan, Auto Loan, Personal Loan, Business Loan",3,6,0.25,1,183022,0.53,31Y 7M,No,3614,0,Medium,16047,Standard
C016766,55,498163,41265,7,6,17.7,0,None,17,5,0.66,2,58117,0.9,36Y 7M,No,1710,0,Medium,27145,Poor
C016767,21,1343280,104668,6,4,23.2,3,"Education Loan, Auto Loan, Home Loan",4,1,0.81,5,126685,0.48,3Y 7M,Yes,2026,12149,Medium,39247,Standard
C016768,24,572919,48987,8,0,12.1,4,"Personal Loan, Education Loan, Business Loan, Auto Loan",0,0,0.4,6,204524,0.89,2Y 11M,Yes,5978,5855,High,3378,Standard
C016769,47,527907,41231,11,6,16.5,0,None,0,0,0.47,4,51590,0.12,27Y 8M,No,521,3059,Medium,10493,Good
C016770,47,1244797,102610,8,2,16.7,3,"Home Loan, Personal Loan, Business Loan",18,2,0.73,0,256403,0.77,28Y 0M,Yes,7624,0,Low,30304,Poor
C016771,36,1317161,90021,3,7,10.9,4,"Personal Loan, Business Loan, Education Loan, Auto Loan",25,2,0.87,2,147035,0.56,18Y 6M,No,1630,0,Low,58852,Poor
C016772,56,1309946,118415,11,4,12.8,0,None,4,7,0.93,6,115045,0.44,36Y 11M,Yes,2529,18162,Low,60794,Standard
C016773,52,1150535,77391,4,4,12.6,1,Home Loan,0,0,0.03,2,269718,0.85,34Y 7M,Yes,7964,7273,Medium,8575,Good
C016774,57,1486479,104879,2,6,22.0,1,Business Loan,22,3,0.9,1,155859,0.45,38Y 9M,Yes,1561,0,Medium,33133,Good
C016775,50,237000,21588,1,7,13.1,1,Auto Loan,0,0,0.69,0,24390,0.41,31Y 5M,Yes,437,2794,High,6171,Good
C016776,50,1446411,123175,7,6,17.8,4,"Personal Loan, Business Loan, Education Loan, Auto Loan",9,6,0.2,7,170968,0.31,27Y 10M,No,4764,15555,Low,23818,Poor
C016777,31,473087,35450,8,0,13.1,1,Home Loan,0,0,0.95,0,46680,0.76,9Y 10M,Yes,1082,6412,High,9166,Good
C016778,55,1391897,119386,8,4,7.6,2,"Personal Loan, Auto Loan",0,0,0.16,7,252280,0.49,32Y 1M,No,4952,0,Medium,75918,Standard
C016779,27,498006,37883,6,0,23.6,1,Education Loan,0,0,0.37,0,97883,0.81,2Y 4M,Yes,1593,3144,Medium,15698,Good
C016780,45,1100543,86316,7,4,7.5,4,"Business Loan, Personal Loan, Auto Loan, Credit Builder Loan",25,5,0.46,6,105579,0.86,21Y 2M,No,1528,4573,Medium,25450,Poor
C016781,31,929363,69213,8,2,6.2,5,"Home Loan, Personal Loan, Credit Builder Loan, Business Loan, Auto Loan",19,6,0.45,3,136457,0.3,11Y 9M,No,1635,0,Low,26244,Poor
C016782,53,658093,47156,4,0,11.2,1,Auto Loan,0,0,0.82,3,47839,0.16,32Y 11M,Yes,1080,3157,Medium,17745,Good
C016783,55,1190929,97387,8,6,11.3,1,Education Loan,0,0,0.85,3,260190,0.49,37Y 3M,No,4257,19159,High,27653,Good
C016784,33,750357,54203,6,0,11.5,0,None,0,0,0.03,4,96087,0.18,8Y 5M,Yes,1649,0,High,30179,Good
C016785,38,362757,29423,7,4,21.2,3,"Auto Loan, Personal Loan, Credit Builder Loan",6,4,0.89,2,35423,0.83,15Y 10M,No,717,1559,Low,8808,Poor
C016786,45,449855,32952,10,5,11.5,3,"Home Loan, Auto Loan, Business Loan",0,0,0.57,4,41573,0.72,22Y 1M,Yes,751,4219,High,8434,Good
C016787,50,1392455,111133,7,3,18.0,2,"Auto Loan, Credit Builder Loan",0,0,0.8,7,178654,0.27,25Y 9M,Yes,4117,14754,Medium,40298,Good
C016788,23,1281264,89308,8,5,6.1,3,"Business Loan, Credit Builder Loan, Auto Loan",0,0,0.62,5,116126,0.72,0Y 5M,No,1804,13313,Medium,29666,Poor
C016789,58,705060,64097,11,5,23.0,5,"Home Loan, Personal Loan, Credit Builder Loan, Education Loan, Auto Loan",0,0,0.15,0,154447,0.29,38Y 6M,Yes,3655,11377,High,14369,Good
C016790,32,1488027,108848,5,0,10.9,3,"Credit Builder Loan, Home Loan, Auto Loan",0,0,0.85,6,382247,0.74,11Y 1M,Yes,6274,0,High,38874,Good
C016791,61,286238,24314,2,3,16.2,3,"Auto Loan, Home Loan, Personal Loan",0,0,0.9,5,64715,0.13,37Y 11M,Yes,1163,2876,High,12752,Good
C016792,20,798178,63908,8,5,16.8,5,"Credit Builder Loan, Personal Loan, Business Loan, Auto Loan, Education Loan",0,0,0.47,2,177549,0.37,0Y 2M,Yes,3021,3943,High,21448,Good
C016793,60,681877,61709,1,1,10.6,1,Education Loan,26,7,0.92,2,154709,0.12,40Y 11M,Yes,3539,0,Medium,18813,Standard
C016794,64,543680,49724,2,2,17.2,3,"Education Loan, Home Loan, Personal Loan",0,0,0.79,7,167506,0.14,44Y 2M,Yes,2495,0,High,12561,Good
C016795,52,676888,49362,5,3,22.5,1,Credit Builder Loan,24,3,0.67,2,58791,0.39,34Y 5M,Yes,913,3773,Medium,29208,Standard
C016796,31,618396,53466,4,5,12.3,1,Personal Loan,0,0,0.53,3,119393,0.13,11Y 11M,Yes,2901,9003,High,6354,Good
C016797,19,811486,65888,11,5,23.7,5,"Home Loan, Education Loan, Business Loan, Auto Loan, Credit Builder Loan",0,0,0.76,3,250255,0.62,1Y 7M,Yes,6441,9377,High,11106,Good
C016798,46,489340,43887,2,2,10.5,3,"Personal Loan, Credit Builder Loan, Education Loan",0,0,0.66,5,112321,0.35,21Y 0M,Yes,2924,7614,High,3058,Good
C016799,21,932529,62191,4,0,8.2,1,Business Loan,16,1,0.28,3,93443,0.71,0Y 8M,No,1718,0,Low,23305,Poor
C016800,43,281137,24084,7,5,12.6,3,"Business Loan, Auto Loan, Home Loan",0,0,0.83,2,75058,0.37,18Y 5M,Yes,948,2004,Medium,12841,Good
C016801,68,1127450,86124,5,7,23.0,0,None,0,0,0.53,3,209021,0.85,50Y 5M,Yes,2810,4721,High,28088,Good
C016802,29,1028269,79930,4,6,9.1,0,None,0,0,0.42,5,80652,0.89,10Y 11M,Yes,2180,7200,High,20330,Good
C016803,19,490568,39251,2,7,13.9,3,"Home Loan, Education Loan, Personal Loan",26,4,0.98,2,107895,0.35,1Y 7M,Yes,1177,3352,Medium,22701,Poor
C016804,34,1118560,94568,2,7,17.9,2,"Personal Loan, Education Loan",0,0,0.76,1,217219,0.86,10Y 4M,Yes,4932,0,High,59827,Good
C016805,52,812553,63594,1,7,21.5,1,Credit Builder Loan,0,0,0.92,5,76948,0.53,29Y 3M,Yes,2077,12117,Medium,13319,Good
C016806,27,345682,24399,10,2,23.2,3,"Education Loan, Credit Builder Loan, Business Loan",8,7,0.69,0,67682,0.68,9Y 8M,No,1915,0,Low,9593,Poor
C016807,65,793547,55592,6,3,24.8,1,Education Loan,0,0,0.06,5,157297,0.42,43Y 6M,No,3079,0,Medium,25520,Standard
C016808,39,750825,57666,6,5,22.1,3,"Personal Loan, Education Loan, Business Loan",27,3,0.29,4,129474,0.52,14Y 10M,No,3661,0,Medium,20008,Poor
C016809,58,211434,15275,4,6,6.2,2,"Education Loan, Credit Builder Loan",21,7,0.48,1,28627,0.18,40Y 2M,Yes,569,2103,Low,4090,Standard
C016810,60,992557,75187,9,5,13.5,1,Personal Loan,0,0,0.35,4,194272,0.85,38Y 1M,Yes,2221,10509,Medium,34031,Good
C016811,38,473665,35578,4,0,22.2,4,"Education Loan, Credit Builder Loan, Home Loan, Personal Loan",0,0,0.08,0,94558,0.56,14Y 10M,Yes,1507,3041,Medium,10137,Good
C016812,32,763773,52283,3,5,24.5,0,None,27,2,0.38,0,63686,0.76,9Y 0M,No,1887,0,Low,25376,Poor
C016813,52,1414315,123286,11,3,7.1,4,"Personal Loan, Auto Loan, Home Loan, Credit Builder Loan",1,5,0.94,6,201481,0.4,33Y 4M,Yes,5145,0,Low,38549,Standard
C016814,65,1181560,104066,10,0,12.5,3,"Credit Builder Loan, Personal Loan, Auto Loan",0,0,0.32,4,318392,0.73,42Y 8M,Yes,7197,10075,Medium,18507,Good
C016815,38,707099,49016,9,3,18.4,2,"Business Loan, Education Loan",24,6,0.53,3,56307,0.69,18Y 7M,No,1487,6270,Low,8102,Poor
C016816,38,836903,67984,1,6,13.8,2,"Personal Loan, Credit Builder Loan",0,0,0.97,1,150428,0.21,13Y 0M,Yes,2576,10923,High,13984,Good
C016817,38,1104114,76348,2,6,9.0,3,"Personal Loan, Auto Loan, Home Loan",23,7,0.34,5,290616,0.56,16Y 8M,No,4554,13809,Low,27464,Poor
C016818,61,1347920,116496,1,0,23.1,1,Education Loan,16,7,0.28,7,169241,0.74,40Y 3M,Yes,1721,0,Low,67731,Poor
C016819,49,1230410,87017,7,5,11.8,2,"Personal Loan, Home Loan",0,0,0.45,6,116571,0.14,24Y 10M,Yes,1360,16412,High,9050,Good
C016820,22,1408824,103723,1,3,10.9,0,None,0,0,0.91,0,156487,0.71,4Y 5M,Yes,3798,5887,High,25482,Good
C016821,56,1280124,106629,11,1,16.9,5,"Personal Loan, Business Loan, Education Loan, Credit Builder Loan, Home Loan",0,0,0.61,1,461436,0.85,32Y 9M,Yes,13721,21096,Medium,17509,Good
C016822,26,409485,27596,11,3,22.0,4,"Business Loan, Credit Builder Loan, Education Loan, Home Loan",26,7,0.32,1,119797,0.87,6Y 10M,No,2644,1911,Low,8573,Poor
C016823,35,473380,34242,1,3,15.1,0,None,0,0,0.79,4,72329,0.55,10Y 0M,No,728,2391,Medium,12072,Poor
C016824,38,1138923,78275,6,1,8.1,5,"Education Loan, Personal Loan, Business Loan, Credit Builder Loan, Auto Loan",17,4,0.56,5,197796,0.86,16Y 7M,Yes,4512,10777,Medium,27337,Standard
C016825,25,830655,64646,6,6,14.5,2,"Auto Loan, Credit Builder Loan",0,0,0.5,1,59874,0.52,0Y 8M,Yes,633,0,Medium,44050,Good
C016826,61,1412258,103819,11,2,7.9,1,Home Loan,0,0,0.56,7,307267,0.13,42Y 11M,Yes,4599,9658,Medium,53045,Good
C016827,69,1205418,95778,5,0,9.3,4,"Education Loan, Home Loan, Personal Loan, Credit Builder Loan",0,0,0.99,2,325622,0.4,48Y 6M,Yes,5234,16293,Medium,35538,Good
C016828,51,378164,30715,4,5,14.3,2,"Home Loan, Education Loan",0,0,0.58,6,85089,0.28,28Y 3M,Yes,1378,2462,High,14612,Good
C016829,27,1075805,83122,8,6,8.2,2,"Business Loan, Auto Loan",0,0,0.81,2,291600,0.38,7Y 1M,Yes,3604,11636,Medium,16320,Good
C016830,68,515006,43930,3,6,18.7,3,"Business Loan, Credit Builder Loan, Education Loan",24,3,0.34,7,70434,0.27,50Y 2M,No,1764,0,Low,12807,Poor
C016831,58,1361227,104036,1,7,16.3,0,None,0,0,0.08,0,144667,0.13,33Y 8M,Yes,2125,20545,High,19458,Good
C016832,41,1207404,95007,1,3,12.5,4,"Credit Builder Loan, Auto Loan, Education Loan, Personal Loan",15,1,0.74,3,229083,0.82,21Y 11M,No,2766,5896,Low,32513,Poor
C016833,57,464624,31582,5,2,9.0,5,"Personal Loan, Home Loan, Business Loan, Auto Loan, Credit Builder Loan",13,4,0.26,6,152306,0.88,39Y 8M,No,2276,0,Low,10930,Poor
C016834,41,1040048,80977,3,4,15.7,1,Auto Loan,0,0,0.86,6,122439,0.27,17Y 9M,No,3563,15016,Medium,16240,Good
C016835,49,1395810,98577,3,2,21.2,3,"Personal Loan, Education Loan, Business Loan",0,0,0.85,4,163877,0.31,26Y 10M,Yes,4726,0,Medium,59267,Good
C016836,50,1127354,101971,11,4,20.2,1,Auto Loan,11,7,0.68,5,231316,0.63,29Y 8M,No,5109,6687,Medium,50007,Poor
C016837,55,866593,65680,2,0,24.5,0,None,17,3,0.22,7,57799,0.85,32Y 5M,No,1272,0,Medium,35026,Poor
C016838,61,1417181,95408,9,7,15.5,5,"Business Loan, Home Loan, Auto Loan, Credit Builder Loan, Personal Loan",0,0,0.38,5,370480,0.58,43Y 3M,No,6930,16884,Medium,35169,Standard
C016839,68,1362239,111191,11,4,18.0,0,None,0,0,0.19,0,166910,0.12,46Y 7M,Yes,4418,5839,High,28883,Good
C016840,66,1350351,101650,6,1,10.6,4,"Personal Loan, Auto Loan, Home Loan, Education Loan",25,1,0.26,6,437663,0.79,43Y 0M,Yes,7506,0,Medium,40453,Standard
C016841,51,1351993,119877,7,1,20.7,4,"Home Loan, Business Loan, Auto Loan, Personal Loan",0,0,0.18,5,351811,0.27,32Y 3M,Yes,9192,17512,High,19567,Good
C016842,28,1471790,128146,2,7,15.5,1,Auto Loan,22,3,0.42,1,88525,0.84,7Y 9M,No,2091,0,Low,68803,Poor
C016843,48,489224,43858,11,2,15.0,4,"Auto Loan, Home Loan, Business Loan, Education Loan",0,0,0.72,5,170472,0.81,26Y 8M,Yes,2464,2980,High,8365,Good
C016844,35,792953,64736,1,1,11.7,4,"Home Loan, Business Loan, Personal Loan, Education Loan",0,0,0.53,6,221331,0.6,15Y 4M,Yes,5986,9018,High,20993,Good
C016845,40,1216594,106816,8,1,12.0,5,"Home Loan, Education Loan, Personal Loan, Auto Loan, Business Loan",0,0,0.07,2,391792,0.88,19Y 2M,Yes,8867,0,Medium,46700,Good
C016846,39,1308548,115086,10,2,9.9,3,"Personal Loan, Business Loan, Education Loan",12,2,0.17,0,310429,0.71,21Y 1M,Yes,6982,0,Medium,46131,Standard
C016847,60,1004511,70804,4,3,24.0,5,"Personal Loan, Credit Builder Loan, Auto Loan, Business Loan, Education Loan",0,0,0.99,1,333651,0.88,42Y 4M,Yes,9900,6711,Medium,22822,Good
C016848,35,606435,40469,9,0,10.5,0,None,17,6,0.64,4,112634,0.77,12Y 1M,Yes,3311,5382,Medium,17826,Poor
C016849,57,688451,47773,9,4,6.7,5,"Personal Loan, Auto Loan, Education Loan, Home Loan, Business Loan",25,3,0.45,4,274481,0.27,34Y 2M,No,6202,0,Low,22298,Poor
C016850,64,410583,31008,11,2,14.0,2,"Home Loan, Personal Loan",8,4,0.96,0,110024,0.2,44Y 2M,Yes,3031,0,Medium,15611,Good
C016851,58,1002959,82136,4,6,24.4,1,Auto Loan,15,1,0.51,0,120618,0.61,35Y 9M,Yes,1752,13600,Low,9715,Poor
C016852,64,1093808,92565,10,1,6.6,1,Education Loan,20,5,0.81,4,243750,0.63,43Y 5M,No,4755,7845,Medium,22987,Poor
C016853,56,717276,55945,3,4,10.9,4,"Business Loan, Education Loan, Personal Loan, Auto Loan",6,3,0.44,2,218651,0.33,34Y 8M,No,4891,0,Medium,30439,Poor
C016854,37,625624,50247,5,3,10.8,3,"Education Loan, Business Loan, Auto Loan",0,0,0.89,5,146517,0.73,12Y 1M,No,2545,4362,Medium,25928,Standard
C016855,30,879075,70737,6,5,16.1,2,"Personal Loan, Home Loan",0,0,0.59,2,170380,0.29,10Y 1M,Yes,4241,10454,High,6623,Good
C016856,62,1333800,99177,10,0,20.4,3,"Education Loan, Business Loan, Auto Loan",0,0,0.76,5,271283,0.55,38Y 11M,No,4941,19638,High,18257,Standard
C016857,18,199663,16862,4,7,13.9,1,Credit Builder Loan,0,0,0.77,0,32707,0.17,0Y 2M,Yes,785,3201,Medium,7351,Good
C016858,69,1029863,72224,1,0,12.2,4,"Business Loan, Education Loan, Home Loan, Personal Loan",0,0,0.59,1,152101,0.8,46Y 6M,No,3102,6047,Medium,40129,Standard
C016859,21,242263,17092,7,1,11.4,0,None,0,0,0.13,3,39982,0.43,3Y 1M,Yes,566,2873,Medium,7408,Standard
C016860,41,832540,59371,5,3,23.4,3,"Auto Loan, Personal Loan, Business Loan",6,3,0.33,6,206766,0.25,20Y 6M,Yes,6009,8447,Medium,10332,Standard
C016861,53,1192491,81137,2,0,23.9,2,"Education Loan, Credit Builder Loan",0,0,0.02,6,246419,0.38,29Y 0M,No,4019,5786,High,21734,Good
C016862,53,925745,74179,11,4,17.0,1,Business Loan,0,0,0.02,4,115321,0.58,35Y 7M,Yes,1361,14544,High,8388,Good
C016863,62,1269790,90116,9,4,22.7,3,"Education Loan, Auto Loan, Business Loan",0,0,0.66,7,201500,0.11,38Y 2M,No,2218,0,Medium,53348,Good
C016864,19,371554,27835,8,5,24.8,2,"Business Loan, Credit Builder Loan",0,0,0.95,2,89902,0.74,1Y 10M,No,2678,1959,Medium,10488,Poor
C016865,45,1377144,111783,10,1,16.7,1,Personal Loan,28,1,0.23,3,122291,0.52,25Y 6M,No,2275,12037,Medium,56652,Poor
C016866,43,606498,55125,7,3,11.7,2,"Credit Builder Loan, Business Loan",20,6,0.73,1,164110,0.13,21Y 9M,No,2884,4476,Medium,16454,Standard
C016867,40,351309,30766,9,6,12.4,3,"Education Loan, Personal Loan, Home Loan",16,3,0.56,5,39167,0.85,17Y 4M,Yes,1016,0,Medium,16406,Poor
C016868,32,506461,43137,10,4,17.6,4,"Education Loan, Business Loan, Auto Loan, Credit Builder Loan",9,5,0.56,7,60456,0.17,14Y 2M,Yes,1712,0,Medium,23668,Standard
C016869,53,1394551,116624,2,0,13.2,3,"Credit Builder Loan, Education Loan, Home Loan",0,0,0.83,5,228011,0.53,28Y 5M,Yes,6081,23047,High,11022,Good
C016870,44,1473780,116103,3,4,15.7,4,"Credit Builder Loan, Home Loan, Business Loan, Personal Loan",0,0,0.57,2,518490,0.11,26Y 11M,No,12108,8840,Medium,46591,Good
C016871,23,1159917,86274,9,5,10.4,3,"Education Loan, Auto Loan, Personal Loan",0,0,0.94,7,246542,0.31,2Y 6M,Yes,2641,8722,Medium,46102,Good
C016872,52,225558,20668,6,0,24.9,2,"Education Loan, Business Loan",0,0,0.97,6,31325,0.27,27Y 2M,Yes,420,3454,High,6374,Good
C016873,56,1107991,93369,2,3,9.6,2,"Personal Loan, Education Loan",0,0,0.74,7,284087,0.38,32Y 11M,Yes,4724,14537,Medium,25427,Good
C016874,55,917779,69946,6,1,23.4,3,"Education Loan, Auto Loan, Business Loan",0,0,0.09,0,187329,0.38,33Y 7M,No,2136,13021,Medium,23586,Good
